word_id,word,tag
550,makapasok,FIL
551,sa,FIL
552,freezer,ENG
553,/,OTH
554,j,OTH
555,ayaw,FIL
556,nyo,FIL
557,bang,FIL
558,tanggapin,FIL
559,ang,FIL
560,pa,FIL
561,shanghai,ENG
562,ni,FIL
563,bb,OTH
564,pahaw,FIL
565,?,OTH
566,Inutusan,FIL
567,naman,FIL
568,ng,FIL
569,chairman,ENG
570,ng,FIL
571,komite,FIL
572,na,FIL
573,si,FIL
574,DIWA,FIL
575,Rep,OTH
576,.,OTH
577,Michael,OTH
578,Edgar,OTH
579,Aglipay,OTH
580,ang,FIL
581,DA,OTH
582,na,FIL
583,magsumite,FIL
584,ng,FIL
585,mga,FIL
586,dokumento,FIL
587,kaugnay,FIL
588,ng,FIL
589,pagbili,FIL
590,nito,FIL
591,ng,FIL
592,fertilizer,ENG
593,upang,FIL
594,mapag-aralan,FIL
595,ito,FIL
596,ng,FIL
597,mga,FIL
598,miyembro,FIL
599,.,OTH
600,Paano,FIL
601,magiging,FIL
602,kapareho,FIL
603,ng,FIL
604,Diyos,FIL
605,ang,FIL
606,Kanyang,FIL
607,sangnilikha,FIL
608,?,OTH
609,Naghahanap,FIL
610,po,FIL
611,ako,FIL
612,nang,FIL
613,mas,FIL
614,matanda,FIL
615,sa,FIL
616,akin,FIL
617,.,OTH
618,So,ENG
619,na-miss,CS
620,ko,FIL
621,makipagkuwentuhan,ENG
622,sa,FIL
623,mga,FIL
624,showbiz,ENG
625,people,ENG
626,",",OTH
627,sa,FIL
628,mga,FIL
629,co-actors,OTH
630,ko,FIL
631,.,OTH
632,Kakahiya,FIL
633,kayo,FIL
634,GMA,OTH
635,",",OTH
636,hanap,FIL
637,naman,FIL
638,kayo,FIL
639,ng,FIL
640,sensitive,ENG
641,na,FIL
642,interviewee,ENG
643,sa,FIL
644,isyu,FIL
645,.,OTH
646,patapos,FIL
647,na,FIL
648,yung,FIL
649,buwan,FIL
650,ng,FIL
651,oct,OTH
652,Hi,ENG
653,ako,FIL
654,po,FIL
655,ay,FIL
656,nangagarap,FIL
657,pasukin,FIL
658,ang,FIL
659,mundo,FIL
660,ng,FIL
661,youtube,OTH
662,upang,FIL
663,makatulong,FIL
664,ako,FIL
665,kay,FIL
666,papa,OTH
667,sapagkat,FIL
668,siya,FIL
669,ay,FIL
670,60,OTH
671,years,ENG
672,old,ENG
673,na,FIL
674,at,FIL
675,wla,FIL
676,na,FIL
677,siyang,FIL
678,trabaho,FIL
679,kaya,FIL
680,naisipan,FIL
681,ko,FIL
682,na,FIL
683,gumawa,FIL
684,ng,FIL
685,youtube,ENG
686,channel,ENG
687,baka,FIL
688,sakaling,FIL
689,makatulong,FIL
690,ako,FIL
691,sa,FIL
692,kanya,FIL
693,para,FIL
694,sa,FIL
695,mga,FIL
696,gastusin,FIL
697,sa,FIL
698,bahay,FIL
699,at,FIL
700,syempre,FIL
701,makabili,FIL
702,ng,FIL
703,HOLLOW,ENG
704,BLOCKS,ENG
705,para,FIL
706,sa,FIL
707,bahay,FIL
708,maraming,FIL
709,salamat,FIL
710,nga,FIL
711,pala,FIL
712,sa,FIL
713,solid,ENG
714,subscriber,ENG
715,ng,FIL
716,aking,FIL
717,channel,ENG
718,at,FIL
719,para,FIL
720,sa,FIL
721,lahat,FIL
722,ng,FIL
723,nag,FIL
724,basa,FIL
725,ngayon,FIL
726,neto,FIL
727,sana,FIL
728,matulungan,FIL
729,nyo,FIL
730,ako,FIL
731,parami,FIL
732,na,FIL
733,po,FIL
734,kase,FIL
735,ng,FIL
736,parami,FIL
737,ang,FIL
738,utang,FIL
739,namin,FIL
740,sa,FIL
741,tindahan,FIL
742,ok,ENG
743,lang,FIL
744,sakin,FIL
745,kahit,FIL
746,puro,FIL
747,sardinas,FIL
748,at,FIL
749,itlog,FIL
750,lang,FIL
751,ang,FIL
752,ulam,FIL
753,namin,FIL
754,ang,FIL
755,importante,FIL
756,masaya,FIL
757,kami,FIL
758,kung,FIL
759,anong,FIL
760,meron,FIL
761,kami,FIL
762,ang,FIL
763,makakain,FIL
764,kami,FIL
765,ng,FIL
766,sapat,FIL
767,sa,FIL
768,pang,FIL
769,araw,FIL
770,araw,FIL
771,sana,FIL
772,matulungan,FIL
773,nyo,FIL
774,ako,FIL
775,sa,FIL
776,pamamagitan,FIL
777,ng,FIL
778,pag,FIL
779,subscribe,ENG
780,sa,FIL
781,aking,FIL
782,channel,ENG
783,thank,ENG
784,you,ENG
785,po,FIL
786,Salamat,FIL
787,po,FIL
788,sainyo,FIL
789,ng,FIL
790,marami,FIL
791,slamat,FIL
792,po,FIL
793,,OTH
794,Ask,ENG
795,ko,FIL
796,lang,FIL
797,sana,FIL
798,if,FIL
799,hindi,FIL
800,ako,FIL
801,nakakaistorbo,FIL
802,sa,FIL
803,pagbabasa,FIL
804,mo,FIL
805,,OTH
806,,OTH
807,Yes,ENG
808,ok,ENG
809,lang,FIL
810,naman,FIL
811,,OTH
812,,OTH
813,Bakit,FIL
814,ba,FIL
815,ang,FIL
816,daming,FIL
817,fangirls,ENG
818,nila,FIL
819,?,OTH
820,nakakahiya,FIL
821,kang,FIL
822,kamag,FIL
823,anak,FIL
824,ang,FIL
825,lakas,FIL
826,mang,FIL
827,block,ENG
828,ni,FIL
829,wala,FIL
830,nga,FIL
831,kami,FIL
832,pake,FIL
833,kung,FIL
834,sasali,FIL
835,ka,FIL
836,don,FIL
837,kahit,FIL
838,may,ENG
839,utang,FIL
840,sa,FIL
841,amin,FIL
842,Sa,FIL
843,opisyal,FIL
844,na,FIL
845,pagkaluklok,FIL
846,kay,FIL
847,Velasco,OTH
848,",",OTH
849,ang,FIL
850,bawat,FIL
851,partido,FIL
852,sa,FIL
853,Kamara,FIL
854,ay,FIL
855,nagpahayag,FIL
856,ng,FIL
857,kanilang,FIL
858,suportado,FIL
859,sa,FIL
860,liderato,FIL
861,nito,FIL
862,.,OTH
863,Nakahanda,FIL
864,aniya,FIL
865,ang,FIL
866,Duterte,OTH
867,administration,ENG
868,na,FIL
869,pahiramin,FIL
870,ng,FIL
871,pondo,FIL
872,ang,FIL
873,mga,FIL
874,maliliit,FIL
875,na,FIL
876,manggagawa,FIL
877,para,FIL
878,makapagsimula,FIL
879,at,FIL
880,magkaroon,FIL
881,ng,FIL
882,pagkakitaan,FIL
883,.,OTH
884,Ang,FIL
885,hirap,FIL
886,sa,FIL
887,part,ENG
888,nyo,FIL
889,na,FIL
890,sobrang,FIL
891,pagod,FIL
892,mabigyan,FIL
893,lng,FIL
894,ng,FIL
895,slot,ENG
896,lahat,FIL
897,ng,FIL
898,naka,FIL
899,schedule,ENG
900,na,FIL
901,laro,FIL
902,sa,FIL
903,leyte,OTH
904,wla,FIL
905,pang,FIL
906,maayos,FIL
907,na,FIL
908,pahinga,FIL
909,.,OTH
910,Deko,FIL
911,alam,FIL
912,bakit,FIL
913,gustong,FIL
914,gusto,FIL
915,ng,FIL
916,mga,FIL
917,pinoy,FIL
918,si,FIL
919,cong,OTH
920,",",OTH
921,as,ENG
922,i,ENG
923,can,ENG
924,see,ENG
925,napakakorny,FIL
926,nya,FIL
927,",",OTH
928,de,FIL
929,ko,FIL
930,ba,FIL
931,alam,FIL
932,kung,FIL
933,natatakpan,FIL
934,ng,FIL
935,kasikatan,FIL
936,ang,FIL
937,kakornihan,FIL
938,nya,FIL
939,o,FIL
940,talagang,FIL
941,marmi,FIL
942,lng,FIL
943,talagang,FIL
944,jejemon,FIL
945,sa,FIL
946,pinas,FIL
947,?,OTH
948,Dahil,FIL
949,makikita,FIL
950,ninyo,FIL
951,ang,FIL
952,Diyos,FIL
953,",",OTH
954,sa,FIL
955,gayon,FIL
956,Siya,FIL
957,ang,FIL
958,inyong,FIL
959,magiging,FIL
960,Diyos,FIL
961,magpakailanman,FIL
962,",",OTH
963,mula,FIL
964,sa,FIL
965,umpisa,FIL
966,magpahanggang,FIL
967,sa,FIL
968,hinaharap,FIL
969,.,OTH
970,Eh,FIL
971,diba,FIL
972,kayong,FIL
973,mga,FIL
974,bumoboto,FIL
975,nakasalalay,FIL
976,sa,FIL
977,inyo,FIL
978,kung,FIL
979,sino,FIL
980,ang,FIL
981,ihahalal,FIL
982,?,OTH
983,Ang,FIL
984,sarap,FIL
985,nang,FIL
986,feeling,ENG
987,na,FIL
988,may,FIL
989,kaibigan,FIL
990,ka,FIL
991,na,FIL
992,mahal,FIL
993,.,OTH
994,Hahaha,OTH
995,sa,FIL
996,tagal,FIL
997,ngayon,FIL
998,nalang,FIL
999,nagkaron,FIL
1000,ng,FIL
1001,mahabang,FIL
1002,title,FIL
1003,hahaha,OTH
1004,KoLab,OTH
1005,:,OTH
1006,Komunidad,FIL
1007,Laban,FIL
1008,sa,FIL
1009,COVID,OTH
1010,ang,FIL
1011,isa,FIL
1012,ring,FIL
1013,programang,FIL
1014,inilunsad,FIL
1015,ngayong,FIL
1016,linggo,FIL
1017,at,FIL
1018,sinimulan,FIL
1019,ito,FIL
1020,sa,FIL
1021,Naga,FIL
1022,City,ENG
1023,.,OTH
1024,Sinasabing,FIL
1025,pili,FIL
1026,ang,FIL
1027,mga,FIL
1028,pinagsasarang,FIL
1029,tindahan,FIL
1030,.,OTH
1031,Please,ENG
1032,pasagot,FIL
1033,po,FIL
1034,ayoko,FIL
1035,na,FIL
1036,po,FIL
1037,kasi,FIL
1038,siyang,FIL
1039,maging,FIL
1040,prof,OTH
1041,ulit,FIL
1042,sa,FIL
1043,next,FIL
1044,sem,OTH
1045,Bibigyan,FIL
1046,natin,FIL
1047,ng,FIL
1048,flexibility,ENG
1049,ang,FIL
1050,ating,FIL
1051,mga,FIL
1052,government,ENG
1053,chief,ENG
1054,executive,ENG
1055,para,FIL
1056,i-determine,CS
1057,sino,FIL
1058,ang,FIL
1059,mga,FIL
1060,kasama,FIL
1061,sa,FIL
1062,A5,OTH
1063,(,OTH
1064,We,ENG
1065,will,ENG
1066,start,ENG
1067,with,ENG
1068,A4,OTH
1069,vaccination,ENG
1070,in,ENG
1071,NCR,OTH
1072,Plus,ENG
1073,8,OTH
1074,.,OTH
1075,tangina,OTH
1076,bat,FIL
1077,ang,FIL
1078,vague,ENG
1079,ng,FIL
1080,rason,FIL
1081,HAHAHAHAHA,OTH
1082,any,ENG
1083,any,ENG
1084,na,OTH
1085,lng,FIL
1086,talaga,FIL
1087,mga,FIL
1088,bbm,OTH
1089,supporters,ENG
1090,Si,FIL
1091,Vanessa,OTH
1092,Valdez,OTH
1093,na,FIL
1094,isang,FIL
1095,housekeeper,ENG
1096,sa,FIL
1097,Texas,ENG
1098,ay,FIL
1099,nagtuturo,FIL
1100,kung,FIL
1101,paano,FIL
1102,linisin,FIL
1103,ang,FIL
1104,bawat,FIL
1105,sulok,FIL
1106,ng,FIL
1107,bahay,FIL
1108,.,OTH
1109,Sa,FIL
1110,Caloocan,FIL
1111,City,ENG
1112,",",OTH
1113,pinagbabaklas,FIL
1114,na,FIL
1115,ang,FIL
1116,mga,FIL
1117,posters,ENG
1118,sa,FIL
1119,mga,FIL
1120,pader,FIL
1121,at,FIL
1122,poste,FIL
1123,sa,FIL
1124,bahagi,FIL
1125,ng,FIL
1126,Sangandaan,FIL
1127,",",OTH
1128,Rizal,FIL
1129,Ave,OTH
1130,at,FIL
1131,iba,FIL
1132,pa,FIL
1133,.,OTH
1134,Maging,FIL
1135,sa,FIL
1136,Valenzuela,FIL
1137,City,ENG
1138,",",OTH
1139,inalis,FIL
1140,na,FIL
1141,rin,FIL
1142,ang,FIL
1143,iba-ibang,FIL
1144,klase,FIL
1145,ng,FIL
1146,mga,FIL
1147,paraphernalia,FIL
1148,sa,FIL
1149,mga,FIL
1150,pampublikong,FIL
1151,lugar,FIL
1152,at,FIL
1153,maging,FIL
1154,sa,FIL
1155,gilid,FIL
1156,at,FIL
1157,tabi,FIL
1158,ng,FIL
1159,polling,ENG
1160,precinct,ENG
1161,.,OTH
1162,Ma'am,OTH
1163,Ivana,OTH
1164,sana,FIL
1165,po,FIL
1166,matulogan,FIL
1167,niyu,FIL
1168,po,FIL
1169,ako,FIL
1170,kac,FIL
1171,po,FIL
1172,may,ENG
1173,sakit,FIL
1174,po,FIL
1175,ako,FIL
1176,sa,FIL
1177,liig,FIL
1178,tinotoboan,FIL
1179,po,FIL
1180,kac,FIL
1181,ako,FIL
1182,ng,FIL
1183,mga,FIL
1184,bukol,FIL
1185,sa,FIL
1186,liig,FIL
1187,wla,FIL
1188,po,FIL
1189,kac,FIL
1190,akong,FIL
1191,pambili,FIL
1192,ng,FIL
1193,gamot,FIL
1194,ko,FIL
1195,sana,FIL
1196,po,FIL
1197,matulongan,FIL
1198,niyu,FIL
1199,po,FIL
1200,ako,FIL
1201,ma'am,ENG
1202,ivana,OTH
1203,kakapalan,FIL
1204,kona,FIL
1205,po,FIL
1206,itong,FIL
1207,moka,FIL
1208,ko,FIL
1209,Huwag,FIL
1210,kayong,FIL
1211,lalaban,FIL
1212,baka,FIL
1213,mabura,FIL
1214,kayo,FIL
1215,sa,FIL
1216,mapa,FIL
1217,Samantala,FIL
1218,",",OTH
1219,lumampas,FIL
1220,na,FIL
1221,sa,FIL
1222,36,OTH
1223,milyon,FIL
1224,ang,FIL
1225,dami,FIL
1226,ng,FIL
1227,mga,FIL
1228,taong,FIL
1229,nadapuan,FIL
1230,ng,FIL
1231,COVID-19,OTH
1232,sa,FIL
1233,buong,FIL
1234,mundo,FIL
1235,.,OTH
1236,Sa,FIL
1237,Budismo,FIL
1238,",",OTH
1239,ang,FIL
1240,pagtatamo,FIL
1241,ng,FIL
1242,kawalang-kamatayan,FIL
1243,ay,FIL
1244,nangangahulugang,FIL
1245,pagpasok,FIL
1246,sa,FIL
1247,Nirvana,ENG
1248,",",OTH
1249,ngunit,FIL
1250,ano,FIL
1251,ang,FIL
1252,tawag,FIL
1253,nila,FIL
1254,dito,FIL
1255,sa,FIL
1256,Kristiyanismo,FIL
1257,?,OTH
1258,hindi,FIL
1259,ka,FIL
1260,na,FIL
1261,nga,FIL
1262,matino,FIL
1263,",",OTH
1264,hindi,FIL
1265,pa,FIL
1266,matino,FIL
1267,tulog,FIL
1268,mo,FIL
1269,",",OTH
1270,hindi,FIL
1271,pa,FIL
1272,matino,FIL
1273,ang,FIL
1274,kain,FIL
1275,.,OTH
1276,Baka,FIL
1277,matalo,FIL
1278,kayo,FIL
1279,ng,FIL
1280,jamill,OTH
1281,haha,OTH
1282,Dito,FIL
1283,samin,FIL
1284,sa,FIL
1285,Palar,OTH
1286,Brgy,OTH
1287,pinagsama,FIL
1288,taguig,OTH
1289,300,OTH
1290,lng,FIL
1291,ang,FIL
1292,kilo,ENG
1293,ng,FIL
1294,baka,FIL
1295,tanong,FIL
1296,ko,FIL
1297,sa,FIL
1298,ngtitinda,FIL
1299,bkit,FIL
1300,kako,FIL
1301,mura,FIL
1302,lng,FIL
1303,sayo,FIL
1304,sabi,FIL
1305,niya,FIL
1306,hindi,FIL
1307,mauubos,FIL
1308,pag,FIL
1309,tataasan,FIL
1310,ko,FIL
1311,ang,FIL
1312,presyo,FIL
1313,kya,FIL
1314,napaka,FIL
1315,haba,FIL
1316,ng,FIL
1317,pila,FIL
1318,pag,FIL
1319,sakaniya,FIL
1320,ka,FIL
1321,bibili,FIL
1322,MagpaGA,FIL
1323,na,FIL
1324,lang,FIL
1325,kaya,FIL
1326,ako,FIL
1327,ng,FIL
1328,bigas,FIL
1329,para,FIL
1330,sa,FIL
1331,birthday,ENG
1332,ni,FIL
1333,Woozi,OTH
1334,?,OTH
1335,D,FIL
1336,ko,FIL
1337,maintindihan,FIL
1338,ang,FIL
1339,Ganda,FIL
1340,nibea,OTH
1341,but,ENG
1342,pa,FIL
1343,lolokohin,FIL
1344,?,OTH
1345,Nakaparada,FIL
1346,umano,FIL
1347,ang,FIL
1348,kotse,FIL
1349,ni,FIL
1350,Hilario,OTH
1351,nang,FIL
1352,magsidatingan,FIL
1353,ang,FIL
1354,mga,FIL
1355,suspek,FIL
1356,na,FIL
1357,lulan,FIL
1358,ng,FIL
1359,puting,FIL
1360,Isuzu,OTH
1361,Crosswind,ENG
1362,(,OTH
1363,XYF,OTH
1364,-,OTH
1365,188,OTH
1366,),OTH
1367,at,FIL
1368,maroon,ENG
1369,na,FIL
1370,Honda,OTH
1371,City,ENG
1372,(,OTH
1373,NCV,OTH
1374,-,OTH
1375,9054,OTH
1376,),OTH
1377,.,OTH
1378,kawawa,FIL
1379,ang,FIL
1380,mga,FIL
1381,kabataan,FIL
1382,dahil,FIL
1383,sa,FIL
1384,drugs,ENG
1385,na,FIL
1386,yan,FIL
1387,Ituro,FIL
1388,mo,FIL
1389,ang,FIL
1390,opisina,FIL
1391,na,FIL
1392,korap,FIL
1393,at,FIL
1394,ako,FIL
1395,na,FIL
1396,ang,FIL
1397,bahala,FIL
1398,.,OTH
1399,Sa,FIL
1400,buong,FIL
1401,buhay,FIL
1402,ko,FIL
1403,",",OTH
1404,wala,FIL
1405,akong,FIL
1406,laban,FIL
1407,na,FIL
1408,inaatrasan,FIL
1409,dahil,FIL
1410,sa,FIL
1411,ngalan,FIL
1412,ng,FIL
1413,prinsipyo,FIL
1414,",",OTH
1415,karangalan,FIL
1416,ng,FIL
1417,bayan,FIL
1418,ay,FIL
1419,tumayo,FIL
1420,ako,FIL
